0.5,0.25,290,0.5
0.5,0.5,130,0.5
0.5,1,220,0.5
0.75,0.25,210,0.5
0,0.75,250,0.51
0.25,0.5,150,0.51
0.5,0.25,260,0.51
0.5,0.75,90,0.51
0.5,0.75,130,0.51
0.5,1,280,0.51
0.75,0.25,300,0.51
0.75,0.5,150,0.51
0,0.5,200,0.52
0,0.5,250,0.52
0,0.75,240,0.52
0.25,0.5,220,0.52
0.25,1,210,0.52
0.25,1,270,0.52
0.5,1,190,0.52
0.5,1,210,0.52
0.75,1,240,0.52
0.5,1,180,0.53
0.75,0.25,230,0.53
0.75,0.25,280,0.53
0.75,0.5,140,0.53
0.75,1,200,0.53
0,0.5,240,0.54
0,1,210,0.54
0,1,240,0.54
0,1,250,0.54
0,1,260,0.54
0.75,0.25,200,0.54
0.75,0.25,240,0.54
0,0.25,290,0.55
0,0.5,220,0.55
0.25,1,220,0.55
0.5,0.5,140,0.55
0.5,1,150,0.55
0.75,0.75,160,0.55
0.5,0.75,100,0.56
0.75,0.25,190,0.56
0.75,0.25,220,0.56
0.75,0.5,110,0.56
0.75,0.5,160,0.56
0,0.25,300,0.57
0.25,0.25,270,0.57
0.25,0.5,160,0.57
0.5,0.25,210,0.57
0.5,0.5,150,0.57
0.5,0.75,70,0.57
0.75,0.25,170,0.57
0,0.25,310,0.58
0,0.5,210,0.58
0,0.75,170,0.58
0.25,0.25,250,0.58
0.25,0.5,140,0.58
0.25,1,180,0.58
0.5,0.25,230,0.58
0.5,1,200,0.58
0,0.5,230,0.59
0.25,0.25,260,0.59
0.25,0.25,300,0.59
0.25,0.5,130,0.59
0.5,0.25,240,0.59
0.5,0.25,300,0.59
0.5,1,160,0.59
0.75,0.25,160,0.59
0.75,0.5,120,0.59
0.75,0.5,130,0.59
0.75,0.75,140,0.59
0,0.25,270,0.6
0,1,200,0.6
0,1,230,0.6
0.25,1,140,0.6
0.5,1,140,0.6
0.75,0.75,120,0.6
0,0.75,130,0.61
0,0.75,150,0.61
0,0.75,180,0.61
0.25,0.5,120,0.61
0.25,0.75,70,0.61
0,0.25,230,0.62
0,1,220,0.62
0.25,0.5,110,0.62
0.25,1,130,0.62
0.5,0,290,0.62
0.5,0,310,0.62
0.5,0.75,80,0.62
0.5,1,170,0.62
0,0.75,140,0.63
0.25,0,310,0.63
0.25,1,150,0.63
0.5,0.25,220,0.63
0.75,0.25,130,0.63
0.75,0.25,150,0.63
0.75,0.25,180,0.63
0.75,1,180,0.63
0,0.5,160,0.64
0,0.5,190,0.64
0,0.75,200,0.64
0,1,180,0.64
0.25,0.25,240,0.64
0.25,0.25,290,0.64
0.25,0.75,80,0.64
0.5,0.5,110,0.64
0.75,0,310,0.64
0.75,0.75,130,0.64
1,0,280,0.64
0,0.25,210,0.65
0.75,0.25,140,0.65
0,0,310,0.66
0,0.25,280,0.66
0,0.75,160,0.66
0.25,1,110,0.66
0.5,0.25,200,0.66
0.75,0.75,110,0.66
1,0,260,0.66
0,0,300,0.67
0,0.5,180,0.67
0.25,0.25,280,0.67
0.5,0.5,100,0.67
0.75,0,290,0.67
0.25,0.25,200,0.68
0.25,0.25,230,0.68
0.5,0,300,0.68
0.5,0.5,80,0.68
0.75,1,150,0.68
1,0,250,0.68
0,0.25,250,0.69
0,0.5,150,0.69
0.25,0.25,220,0.69
0.75,1,140,0.69
1,0,300,0.69
1,0,310,0.69
0,0,260,0.7
0,0.25,200,0.7
0,0.5,170,0.7
0.25,0,280,0.7
0.25,0.25,170,0.7
0.5,0.25,170,0.7
0.5,0.25,180,0.7
0.75,1,160,0.7
0,0.25,240,0.71
0.25,0,290,0.71
0.5,0,260,0.71
0.5,1,130,0.71
0.75,0,270,0.71
0.75,0.5,100,0.71
0.25,0,240,0.72
0.25,0.25,190,0.72
0.5,0.25,140,0.72
0.5,0.25,160,0.72
0.75,0,250,0.72
0.75,0,280,0.72
0.75,0.5,90,0.72
0.75,0.75,100,0.72
0,0,240,0.73
0,0,290,0.73
0,0.25,220,0.73
0,1,160,0.73
0,1,190,0.73
0.25,0,300,0.73
0.5,0.75,60,0.73
0.75,0.25,110,0.73
1,0.25,310,0.73
0,0.5,140,0.74
0,0.75,120,0.74
0.25,0.25,140,0.74
0.25,0.25,180,0.74
0.5,0,280,0.74
1,0,240,0.74
0,0,250,0.75
0,0,280,0.75
0.25,0.25,210,0.75
0.25,1,120,0.75
0.5,0.25,130,0.75
0.75,0,230,0.75
0,0,270,0.76
0,0.25,260,0.76
0,1,170,0.76
0.25,0.25,150,0.76
0.25,0.25,160,0.76
0.75,0,260,0.76
0.75,0,300,0.76
0,0,220,0.77
0,0.25,150,0.77
0.25,0,230,0.77
0.5,0,270,0.77
1,0,290,0.77
0.25,0,260,0.78
0.25,0,270,0.78
0.25,0.75,60,0.78
0.5,0,240,0.78
0.5,0,250,0.78
0.75,0.75,90,0.78
0,0.25,180,0.79
0,0.25,190,0.79
0.25,0.5,100,0.79
0.5,0.5,90,0.79
0,0.5,120,0.8
0,0.75,100,0.8
0.25,0,180,0.8
0.25,0.5,90,0.8
0.25,1,100,0.8
0.5,0,210,0.8
0.75,1,130,0.8
0.25,0.5,70,0.81
0.5,0.25,150,0.81
0.75,0.5,70,0.81
1,0,200,0.81
1,0,230,0.81
0,0,210,0.82
0,0,230,0.82
0,0.25,160,0.82
0,0.75,110,0.82
0,1,130,0.82
0.5,0,230,0.82
0.5,0.25,100,0.82
0.75,0,240,0.82
0.75,0.25,90,0.82
1,0,270,0.82
1,0.25,300,0.82
0,0.25,140,0.83
0,0.5,130,0.83
0,1,150,0.83
0.5,1,120,0.83
0.75,0,180,0.83
1,0,210,0.83
1,0.25,250,0.83
0,0,200,0.84
0.25,0,210,0.84
0.25,0,250,0.84
0.75,0.75,70,0.84
1,0.25,290,0.84
0.25,0.25,130,0.85
0.5,0.5,70,0.85
0.75,0,220,0.85
0.75,0.25,120,0.85
0.5,0,170,0.86
0.5,0,220,0.86
0.5,0.25,120,0.86
0.75,0,190,0.86
0.75,0,210,0.86
0.75,1,120,0.86
0,0,170,0.87
0,1,140,0.87
0.25,0,160,0.87
0.25,0,200,0.87
0.25,0,220,0.87
0.5,0,180,0.87
0.75,0.5,80,0.87
1,0,220,0.87
1,0.25,280,0.87
0.5,0.25,90,0.88
0,0,160,0.89
0,0.25,170,0.89
0.25,0,190,0.89
0.75,0.5,60,0.89
1,0.5,290,0.89
0,0.25,110,0.9
0,0.5,100,0.9
0.25,0,150,0.9
0.25,0.5,80,0.9
0.5,0.5,60,0.9
0.5,1,110,0.9
0.75,0.25,80,0.9
0.75,0.25,100,0.9
0.5,0.5,50,0.91
0.5,0.75,50,0.91
0.75,0.75,80,0.91
0,0,180,0.92
0,0,190,0.92
0.25,0.75,50,0.92
0.75,0,200,0.92
1,0.25,230,0.92
0.5,0,190,0.93
1,0.25,270,0.93
0,0.75,90,0.94
0.5,0,200,0.94
0.75,0.5,50,0.94
1,0.25,260,0.94
0,0.25,130,0.95
0,0.5,110,0.95
0.25,0.25,110,0.95
0.25,1,80,0.95
0.25,1,90,0.95
0.75,0,160,0.95
0.75,1,100,0.95
1,0,170,0.95
1,0.25,240,0.95
0.75,1,110,0.96
0,0,150,0.97
0.5,1,100,0.97
1,0,190,0.97
0,0.75,80,0.98
1,0,180,0.98
1,0.25,210,0.98
1,0.25,220,0.98
0,0.25,120,0.99
0,0.5,80,0.99
0,0.5,90,0.99
0.25,0,140,0.99
0.25,0.25,100,0.99
0.25,0.5,60,0.99
0.75,0,170,0.99
0.75,0.75,60,0.99
1,0,150,0.99
0,1,110,1
0.75,0,130,1
1,0.5,300,1
0,1,120,1.01
0.25,0.25,120,1.01
1,0,160,1.01
0.25,0.25,90,1.02
0.5,0.25,110,1.02
1,0.25,200,1.02
1,0.5,280,1.02
1,0.5,310,1.02
0.25,0.25,80,1.03
0.25,0.75,40,1.03
0.5,0,120,1.03
0.5,0,150,1.03
0.75,0,150,1.03
0,0,140,1.04
0.75,0.75,50,1.04
0.25,0,170,1.05
0.5,0.25,80,1.05
0.75,0,140,1.05
1,0.25,130,1.05
1,0.25,170,1.05
1,0.25,190,1.06
0.5,0,130,1.07
0.5,0.25,70,1.07
0.5,1,80,1.07
1,0.5,260,1.07
0.5,0.5,40,1.08
0.5,1,90,1.08
0.75,0.75,40,1.08
0,0.25,90,1.09
0.75,0.25,70,1.09
0.75,0.5,40,1.09
0.75,1,80,1.09
1,0,110,1.09
0,0,120,1.1
0.25,1,70,1.1
0.5,0,140,1.11
1,0.5,270,1.11
1,0.75,310,1.11
0.25,0,120,1.12
0.25,0,130,1.12
0.5,1,70,1.12
1,0.25,160,1.12
1,0.25,180,1.12
0,0.5,70,1.13
0,0.75,70,1.13
0.75,0,110,1.13
0,0.25,100,1.14
0.5,0,110,1.14
0.5,0,160,1.14
0.75,0,120,1.14
1,0.5,250,1.14
0,0,130,1.15
0.75,1,90,1.15
0,1,100,1.16
0.25,0.5,50,1.16
0.75,0.25,60,1.16
1,0.5,220,1.16
0,1,90,1.17
0.5,0.75,40,1.17
0.75,0.25,50,1.17
0,0,100,1.18
0.5,0.25,50,1.19
1,0,140,1.19
0.5,0,100,1.2
0.75,0,100,1.2
1,0,120,1.2
1,0,130,1.2
1,0.25,140,1.2
1,0.5,160,1.2
0.25,0,110,1.21
0.25,0.25,60,1.21
0.25,0.25,70,1.21
0.5,0,90,1.21
1,0.5,200,1.21
0.5,0.25,60,1.22
1,0,100,1.22
1,0.5,230,1.22
1,0.5,240,1.22
1,0.75,280,1.22
0,0,110,1.23
0,0.25,80,1.24
1,0.5,210,1.24
1,0,90,1.25
1,0.25,150,1.25
0.5,1,60,1.26
1,0.5,180,1.26
1,0.75,290,1.26
0,0.5,60,1.27
0,0.75,60,1.27
0,0,90,1.28
0,0.5,50,1.28
0.75,0,90,1.28
0.25,1,60,1.29
1,0.5,190,1.29
1,0.75,300,1.29
0,0.75,50,1.31
0.25,0.5,40,1.31
0.25,0,90,1.32
0.25,0,100,1.32
1,0.75,240,1.33
0,0,80,1.34
0.25,0,80,1.34
1,0.75,260,1.34
0,0.25,60,1.35
0.75,0,70,1.35
0,1,80,1.36
0.75,0.5,30,1.36
1,0.25,120,1.36
1,0.5,150,1.36
1,0.75,250,1.36
0.5,0,80,1.37
0.75,1,60,1.37
0.75,1,70,1.37
1,0.25,100,1.37
1,0.5,140,1.37
0.5,0.25,40,1.38
0.5,0.75,30,1.38
0.75,0.25,40,1.38
1,0.5,170,1.38
1,0,80,1.39
0.5,0,70,1.4
0.25,0.75,30,1.41
0.25,0,60,1.42
0.5,0.5,30,1.42
1,0.25,110,1.43
1,0.75,230,1.43
0.25,0.5,30,1.44
1,0.25,90,1.45
1,0.75,270,1.45
0,0.25,50,1.46
0.5,0,60,1.46
1,0.75,200,1.46
0.75,0,60,1.47
0.25,0,70,1.48
0,0.25,70,1.49
1,0.75,220,1.49
0,1,70,1.51
1,0,70,1.51
0.75,0.75,30,1.52
0,0,70,1.53
0.75,0,80,1.53
1,0.25,80,1.53
1,0.75,210,1.53
0.25,0.25,50,1.54
0.25,0.25,40,1.56
1,0.5,110,1.58
1,0,50,1.59
1,0,60,1.59
1,0.75,190,1.59
0.75,0.25,30,1.6
0.75,0.5,20,1.62
1,0.5,130,1.62
0,1,60,1.64
1,0.75,180,1.64
0,0.5,40,1.65
0.25,1,50,1.66
0.5,1,50,1.66
0.75,1,50,1.66
1,0.75,140,1.66
1,1,310,1.66
1,0.5,100,1.67
1,0.5,120,1.67
0.25,0,50,1.68
1,0.75,160,1.68
1,1,250,1.68
1,1,300,1.68
1,0.75,170,1.7
1,1,280,1.7
0,0.75,40,1.72
0.5,0.5,20,1.72
1,0.25,70,1.72
0.5,0,50,1.73
1,1,260,1.73
0,0,50,1.74
0,0,60,1.76
0.25,1,40,1.79
0.75,0,40,1.79
0.75,0,50,1.79
1,1,240,1.79
1,0.25,50,1.8
1,0.25,60,1.81
1,0.75,130,1.81
0,0.25,40,1.83
0.5,0.25,30,1.85
1,0,40,1.85
1,1,290,1.86
0.75,0.25,20,1.87
1,0.5,90,1.88
1,0.75,150,1.91
1,1,230,1.91
0,0,40,1.92
0.5,0,40,1.92
1,1,180,1.94
1,1,270,1.94
1,0.75,120,1.96
1,0.5,70,1.97
0.25,0,40,1.99
1,0,30,1.99
1,0.5,80,1.99
0.5,0.75,20,2
0.25,0.25,30,2.01
0.75,0.75,20,2.05
0,0.25,30,2.06
1,1,190,2.06
1,1,210,2.06
1,1,200,2.07
0.5,0,30,2.08
1,1,220,2.08
0.25,0.5,20,2.1
0,0.5,30,2.12
0,0,30,2.14
1,0.25,40,2.15
1,0.5,60,2.15
0.25,0.75,20,2.16
1,1,170,2.17
1,0.75,100,2.18
0,1,50,2.2
0.25,1,30,2.2
0.5,0.25,20,2.21
0.5,1,40,2.21
1,0.75,90,2.22
1,0.75,110,2.23
0.75,0,30,2.26
1,1,150,2.27
0,0.75,30,2.31
0.75,1,40,2.36
0.25,0,30,2.39
0.25,0.25,20,2.4
1,0.5,50,2.42
1,0.75,80,2.42
1,1,160,2.45
1,0.75,70,2.48
0,0.5,20,2.5
1,1,140,2.5
1,0.25,30,2.51
0,0.25,20,2.52
0,1,40,2.53
0.75,0,20,2.56
0.5,1,30,2.6
1,1,130,2.61
0.5,0,20,2.63
1,0.5,40,2.64
1,1,110,2.66
1,0.75,60,2.71
0,0,20,2.72
1,0,20,2.72
1,0.5,30,2.72
0.25,0,20,2.73
1,1,120,2.74
1,1,100,2.75
1,1,80,2.77
0.75,0.5,10,2.78
0.75,1,30,2.86
1,0.75,50,2.91
1,0.25,20,3.05
0.75,0.25,10,3.15
0,0.75,20,3.19
1,1,90,3.2
0.5,0.5,10,3.25
0,0,10,3.26
0.5,0.25,10,3.27
0,1,30,3.29
1,0.75,40,3.29
0.25,1,20,3.42
0.25,0.25,10,3.47
1,0,10,3.47
0.25,0,10,3.48
1,1,70,3.53
0.25,0.5,10,3.57
1,1,60,3.6
0.5,1,20,3.75
1,1,50,3.76
1,0.75,30,3.85
1,0.5,20,3.87
0.75,0,10,3.88
0.5,0,10,3.89
0,0.25,10,3.91
0.75,0.75,10,4.04
1,1,40,4.16
1,0.25,10,4.22
0.75,1,20,4.32
0.5,0.75,10,4.43
1,0.5,10,4.55
0,1,20,4.57
1,0.75,20,4.69
1,1,30,4.75
0,0.5,10,4.87
0.25,0.75,10,4.89
0,0.75,10,5.47
1,1,20,5.79
1,0.75,10,6.09
0.25,1,10,6.44
0.5,1,10,6.68
0.75,1,10,6.85
0,1,10,7.17
1,1,10,7.39
