2,0,2.001
3,0,12.011
4,0,35.031
5,0,63.056
6,0,148.134
7,1,275.25
8,5.004,472.429
9,16.014,736.669
10,162.147,1126.02
11,281.256,1595.45
12,1160.05,2251.91
13,3077.8,3065.79
14,87238.6,4504.32
15,37296.6,5718.2
2,0,3.002
3,0,11.009
4,0,34.03
5,0,74.067
6,0,159.144
7,1,277.252
8,6.005,457.415
9,23.02,739.673
10,110.099,1125.02
11,51.046,1559.42
12,1055.96,2269.06
13,26673.2,3258.96
14,15486.4,4313.92
15,129513,5528.02
16,866083,7118.47
17,1.96682e+006,9225.39
18,1.51734e+006,11666.6
