%% LaTeX2e file `x4ThreadedEven.dat'
%% generated by the `filecontents' environment
%% from source `LR_4' on 2019/11/07.
%%
100 4.0258
200 22.4721
300 74.0728
400 192.715
500 366.086
600 648.897
700 1075.4
800 1587.02
900 3170.67
1000 4762.84
