%% LaTeX2e file `QuickInverse.dat'
%% generated by the `filecontents' environment
%% from source `LR_3' on 2019/10/27.
%%
100 0.000114
200 0.000246
300 0.000388
400 0.000561
500 0.000673
600 0.000828
700 0.000977
800 0.001138
900 0.001294
1000 0.001474
