%% LaTeX2e file `QuickSorted.dat'
%% generated by the `filecontents' environment
%% from source `LR_3' on 2019/10/31.
%%
100 0.000113
200 0.000243
300 0.000380
400 0.000522
500 0.000661
600 0.000803
700 0.000952
800 0.001101
900 0.001260
1000 0.001412
