%% LaTeX2e file `DamMatr1.dat'
%% generated by the `filecontents' environment
%% from source `lab_1' on 2019/10/10.
%%
100 0.0055206
200 0.0273994
300 0.0793424
400 0.1807984
500 0.3479397
600 0.5953705
700 0.9377318
800 1.3960131
900 1.9797975
1000 2.7077450
