%% LaTeX2e file `LevMatr.dat'
%% generated by the `filecontents' environment
%% from source `lab_1' on 2019/10/10.
%%
100 0.0045225
200 0.0223677
300 0.0646862
400 0.1469188
500 0.2822859
600 0.4822320
700 0.7579869
800 1.1269531
900 1.5967085
1000 2.1819938
